,Unnamed: 0,responce,question
1360,155143,"That's awesome! We love staying connected with you at 35k feet in the air. Let us know if you need any help, we'll be right here.",Great flight to DFW. Halfway to 
1361,155145,We're here to help. Send us the record locator and details about what happened.,Hi AA.  I was double charged for an MCE seat.  Can I DM?  Complicated story.
1362,155147,Check your DMs for our response.,OK shared
1363,155149,Please share your record locator with us via DM so we may take a closer look with you.,"I was flying basic economy. Rdu to Ctl no problem. At connection in Ctl, they said we couldn't fly with it anymore, charged $150."
1364,155153,"Well then, cheers to you and cheers to us for the best ride through the skies!",Why thank you! ð
1365,155159,"We're sorry for the delay this morning, Dustin. It looks like the aircraft had a previous maintenance delay.",Glad I scheduled that 1pm meeting.... https://t.co/zklEBXueO3
1366,155162,Thanks for sending us your flight info. We're taking a peek and will respond to you via DM soon.,Not according to your website.
1367,155164,Online check-in is working. Please DM your record locator and we'll check on your reservation.,This isnât good AA. So much for trying to check in online. :( https://t.co/M9KJRPS6K2
1368,155166,What's going on that has you feeling this way?,terrible customer service as always.
1369,155168,"Our team looks for certain availability when using your miles. If you want a direct flight, there may be other awards open using more miles.","Tons of available seats on direct flight yet can't use my airmiles, have to take some ridiculous "
1370,155170,"It's might be a little gray outside, but on-time arrivals always brighten our morning!",on time this morning. â¤ï¸ðð All is well https://t.co/VveCG0qDL0
1371,155176,"Tracey, we sure wouldn't want you to miss such an important day for your son. Please call our Reservations team at 800-433-7300.",Reposting again since others are being deleted somehow.. are they ashamed of something? Should have used or https://t.co/NNpPlLrSrw
1372,155180,You've got us grinning from wing to wing! We're overjoyed by your kind words and we've passed them along for you.,"Please do! Her personality, temperament and customer service is exceptional. The world needs more people like her."
1373,155187,"You're very welcome, Caroline. Our flight crew is there to take care of you!","I guess when you shout ""WHITE WINE"" at a flight attendant she can tell u don't like turbulence. Thx 4 the free drink @AmericanAirðð»"
1374,155189,It's going to be a fun ride!,Heading to see the play in the 
1375,155191,*tips hat* That's just how we do.,ðð¼ðð¼
1376,155194,Sure you can! Just give us a call here: https://t.co/Y3rvFiW5bQ,hey guys. I live in the U.K. as a uk citizen. Can I use my transportation voucher by phoning uk number?
1377,155196,Woohoo! *high five* We're glad everything worked out for you and your bag was along for the ride.,"Respect to and Last minute airline and flight switch, and my luggage made it with me the whole way!"
1378,155198,We're reading it now and we'll respond there.,Thanks! Just sent it.
1379,155200,"Absolutely, we'll be standing by and waiting for you there.",Hi AA! I was wondering if I could DM you about a reservation.
1380,155202,"Thanks for your patience, Doug. We see you've pushed back from the gate and will be in the air and on your way shortly.","Hang tight Harvard, despite in doing my best to get there! https://t.co/hMVz9kvQrH"
1381,155208,"They sound pretty tasty, Bryce. Thanks again for letting us know, we always like seeing our frequent flyers happy!","Even the flight attendant admitted, ""Omg those were the best--I was so upset when we stopped offering it!"""
1382,155210,"We have a great selection of snacks, but we're always looking for great feedback. We'll be sure to share this with the right team.","So used to serve the Sweet and Spicy. It was SO good, that I bought it in bulk... Like, 12 big bags..."
1383,160260,"That's what we're here for, Amanda! Tweet us if you need us.",Thank you for your help!!
1384,160262,We'll check what's available. Send us your record locator via DM.,It's kind of a pain when you're about to fly internationally and can't even see your seats. some help please? ð https://t.co/GJlXVYcQmk
1385,160264,"Thanks for joining us the morning, Jeff! Sit back, relax and enjoy the ride.","See you soon, Los Angeles. #KiaSoulRoadies 

Take me away, https://t.co/f0F7J1TZ19"
1386,160266,We've received your DMs and responded.,"American Airlines, where they want you to put your baby on the floor so they can make an extra buck."
1387,160268,We see the DM and we'll respond there shortly.,Done
1388,160270,"We'd like the record locator, which is a six letter confirmation code via DM.",Who am I DMing and what is needed?
1389,160276,Thanks for providing  your bag file number. We'll take a peek and respond to you soon via DM.,sorry l havent received my bag yet. Feeling frustrated @10857
1390,160278,"That doesn't sound quite right, please meet us in DM and share the record locator with more details.","shrunk carryon size, didnt notify when purchasing tickets. Charged $150 for rolling briefcase, even though it fits under seat! https://t.co/qJM2gOwj1T"
1391,160280,"We always want you comfy on board, we do offer Main Cabin Extra seats which allow more legroom: https://t.co/N9kHMrvr7b",Jesus your planes are tight in coach. Just rude to do this to people. BTW I didn't have a choice of airlines.
1392,160282,"We don't want you to feel like this, Cadence. Please let our crewmember know, we can possibly move you to another seat.",
1393,160284,"Did you file a claim with the final carrier? If it was us, please share the claim number via DM so we may take a look.","feeling very frustrated...even in africa we recover bags much faster. @161186@kot
@161187"
1394,160286,Some systems donât show irregularities until ground power is connected or engines are started. Weâre sorry for the delay.,Find it interesting that an plane has mechanical issues 1st thing after sitting overnight.Think it would of been ID yesterday!
1395,160288,Absolutely stunning! We're loving this ,"Ah, the early start was well worth it for the sunrise  - heading to "
1396,160290,Group 9 is for those traveling Basic Economy which does not come with overhead bin access. https://t.co/MKvFFVWJdz,why do groups 1-8 get complimentary bag checks while group 9 has to pay $50 gate?
1397,160292,"We gauge overhead space to the best we can, please DM your record locator so we may share this with our team.","It was necessary to check my carry on bag through because of ""no room in the overhead bins"" "
1398,160294,Sounds like they're multi-talented! ,The pilot on flight 781 is hilarious! 
1399,160296,We care for all of our customers and we invite you to share more info along with your record locator via DM.,international passengers who are visiting US first time and being so rude to them just shows that doesn't care about passangers
1400,160298,Our airport team makes the final determination when inspecting the bag if it meets the size requirement. We're not able to offer a refund.,I am.not sure what you are trying to say. There was a mistake on agents part and I should be refunded the amount I was asked to pay
1401,160300,Our apologies for any misunderstanding. We're always going for consistency including our bag dimension guidelines.,It was within dimensions That's why other AA agent confirmed that it should not have been charged
1402,160302,Your fare allows a personal item no larger than 18X14X8. Anything larger will need to be checked. https://t.co/AqqDo7qAE3,and she agreed with me that I should ahve not been charged for this
1403,160304,"Our agents watch all bags. Personal items include a purse, or small backpack. Bigger bags are considered carry-on and must be checked.",Yes I did purchase basic economy but I had only one bag that could fit under seat. Still I was charged for it. @AmericanAir
1404,160306,It sounds like you purchased a Basic Economy ticket and our gate reader makes us aware. Here's more info: https://t.co/MKvFFVWJdz,wanna know why I was asked to pay while passangers in the same boarding group 9 were not asked.Was it because I dont live in US
1405,160309,What's going on?,The way Iâm about to cuss when I get off this flight. ð¡ð¡
1406,160311,We can take a look with you via DM or you can give our Reservations team a call at 800-433-7300.,just received notice of a schedule change that has my departure 2+ hours early and return 2+ hours later. What are my options?
1407,160313,"That's wonderful news, Tim. We're glad our ",Thank you! Just spoke with a representative who was able to assist me.
1408,160315,We understand and we appreciate this info.,"Absolutely, and happy to answer them. The manner and attitude that follows is the part that is frustrating and unnecessarily"
1409,160317,Additional questions may be asked when bringing along extra items. Our apologies for any frustration. This feedback has been sent on.,"Suffice it to say that I'm constantly asked about a ""3rd bag"" (ie small cooler) &amp; get neg comments from your staff even when I say it's BM."
1410,160326,"We'd love to share this with them, meet us in DM with your record locator and we'll pass it along.","This is in DCA, gate 33 if you'd like to reward / recognize the agent (I missed his name, he was extremely courteous regarding my preboard)."
1411,160328,Thanks for the nice applause to our ,I applaud the ticketing agent for my flight to Boston this morning for actually policing the baggage size policy for carry-ons.
1412,160330,"Our apologies for the delays, Hank. We'll have you headed out as soon as we can.",Yesterday my flight from Austin was delayed then canceled. Now my morning flight is delayed. Not a happy camper.
1413,160332,"We'd like to look into this with you, please meet us in DM and share some additional details.",Was also this way for the flight TO Japan last weekend. Super frustrating. Online AND the app fail.
1414,160336,"If you haven't, please file a claim via: https://t.co/JsEGHYNki5 They stay in touch with you of any updates or new info available.",i need a phone number for lost and found.
1415,165799,Your ,Comfy boot day on my way to 
1416,165801,"We'd like to help if we can, Stephanie. DM your record locator and let us know more details.",AA thinks travelers who have paid for 2 seats should put their young children on the floor so they can make more $???
1417,165804,Going up and looking fAAbulous!,Departing MIA https://t.co/SU8QmNgTrY
1418,165806,"Your comments concern us, service animals are welcome on board if they meet requirements. Please DM some additional details.","harassing me for having service dog &amp; yelling at me for only having my license, really great way to treat disabled passengers https://t.co/pCeUJy50iG"
1419,165808,"Our teams do their best to gauge overhead space and keep you with your bag when possible, our apologies.",why is there an automatic bag check at the gate when clearly there is space? Shouldn't the in-cabin staff make that call? https://t.co/XK8YO9Y6U2
1420,165810,Have an amazing flight and time at your conference!,Looking forward to kicking off 
1421,165812,We're here to help get you to see your mom. Please follow and DM details about this experience this morning.,and.. All of this to start the trip to see my mum who I haven't seen in 10 years. 
1422,165814,"We want to get you reunited, had you filed a claim with our Lost and Found team? https://t.co/JsEGHYNki5 Please follow-up via DM.",I left iPad on plane to 
1423,165817,"Please reach out to them directly, you can see the contact info here: https://t.co/O6Fdx4Pk6T",I paid for wifi for the the whole flight but since our emergency will it be credited on the now departure flight to paris
1424,165822,Weâre happy to listen here via DM if youâd like too. Please give a quick follow and DM details,I will be calling today to file a complaint
1425,165825,We're more than happy to check options for you. DM your record locator if you'd like.,"Weâve flown with multiple companies over the years with zero issue, this lot have now fucked things up 2.years running. Total shambles."
1426,165831,"We appreciate your patience and we're sorry for the wait, we'll get you going as quickly as we can.",.they've been saying they are bringing a plane from the hangar for flt 2160 for an hour. DCA isn't that big...
1427,165833,Enjoy your flight!,I see you! ðð»ðð»ðð»ð
1428,165835,Good morning! *waves intensely*,Good morning &amp; FLL. See you soon DFW and TUC.
1429,165837,We're so sorry that your flight was canceled. If you need any further help let us know.,happy to take no responsibility after cancelling my flight!!!
1430,165839,The seat charge will be refunded back to the original form of payment for you. We look forward to seeing you for your return.,I'm not happy at all with way it panned out - AA owe me money for the seats I purchased but never used due to flight cancellation!
1431,165841,"Once you've filed a report with BA, you can check online using the following link for updates: https://t.co/oyQoVPSWZW",OK but where's my luggage??? - it didn't get put on my flight!! 
1432,165843,Your feedback is important to us and this info has been forwarded to Flight Service.,"I mean, I fly a lot. More than an average person, on &amp; this flight experience was unacceptable, rude, lazy."
1433,165849,"Schedule changes may happen based on operational needs, we can take a look at your reservation with you via DM.","We actually have the money for a third Memphis trip in the future, but can get fucked. Weâll fly with someone else."
1434,165857,"Woohoo, way to go Tom! We're thrilled to hear how rockin' he was and we'll share this with him and our ",You have amazing customer service! Tom from your Winston Salem customer Plat Pro desk took care of me like a rock star!
1435,165859,"It's due to a previous flight, please stay updated with the status via: https://t.co/hSJ3SkyGEd",How is a 6:30pm flight already delayed 2.5 hours the day of at 5:29am? That logically doesn't even make sense flight 2375
1436,165863,"This is due to maintenance, if you send us your record locator via DM we can check on your connection.",why flight 4939 delayed out of SBY? No excuse as it is first flight of day. Thanks in advance for making me miss my connect
1437,165865,Way to go Jodi! DM your record locator so we can pass this on to our ,awesome customer service at Dayton international with customer service rep Jodi!  Alohað
1438,165867,You get to take that beauty ,Gotta agree with - the most exciting flights are the ones that take me home. Hereâs the 773 thatâll do it! https://t.co/eHX21Ye7So
1439,165869,"Sorry you're not comfy on board, Anthony. Please feel free to check with a crewmember about switching seats.","I'm completely miserable on 1070. my neck is killing me, seat does not recline."
1440,165871,We've got our ,When your flight is delayed because you donât have a gate assignment. Hope we make our connector @AmericanAir...
1441,165873,We'd like to pass this info on to review internally. Meet us in DM with your record locator.,"Hey don't lie to me and say my bag is oversized when you force me to check my bag. I fly all the time, you guys are pathetic."
1442,168999,Please give our baggage team a call at 800-535-5225 so we can get started on tracking it for you.,It's a bit late for that. I've already dealt with an hour delay at origin which caused me to miss connection. Don't have time to wait.
1443,169001,"We know having your bag is important, please make sure you file a claim with our team before you leave the airport.",2+ hours between planes and somehow can't get my bag from Dallas to Austin on my flight. Have another flight Saturday...
1444,169003,"There's no place like home! We hope our team makes you feel like family on board, Dale. Have a fantastic evening.",BUR-&gt;PHX Too little time in Pasadena. Home for a day or so.
1445,169005,Awesome. We'll take a peek at your fabulous shout out for the ,see DM about awesome svc from S Kirk and S Shelton DFW term c svc. They are why 
1446,169007,You bet we'll pass it right along to the hard working ladies.,"Please make sure they get kudos, it was an angry mob when I walked away. They were handling like champions! "
1447,169011,We took a look and a refund was sent on July 27th for $200.90 to Visa ending in 4022. Did you not get the refund?,Any update? It's been over a week and still haven't heard anything... Now going on 3 months that I've been dealing with this!
1448,169014,"We know you're ready to hear back. We sent it over to Refunds yesterday, and it can take a few days to get processed.",...and still have yet to hear back from anyone at @AmericanAir
1449,169019,"We always want you to enjoy your flights with us, James. We hope you'll remain loyal as we continue updating our fleet.","flights from Term 1ALWAYS a crap plane, leaving from crap terminal. Apparently have to start flying @VirginAmerica"
1450,169021,"We appreciate your feedback, and assure you we're continuing to update our fleet as quickly as we can.",And WTF up with putting only 4 Woodfords in 1st class? Me and 2 other salesmen knock that out b4 food is served.
1451,169024,"We want our customers to be aware of the great deals offered with the cards, Steve. Thanks for your understanding.",pls stop peddling credit cards onboard flights. pitching cards over the intercom EVERY flight just a joke. 
1452,169036,"The vouchers can also be brought in to a ticketing location to be turned in. As soon as we get them, we can issue the tickets.","- in this day of environment responsibility, why do you insist on having to physically mail in travel vouchers? "
1453,169038,"Our apologies for any issues, Michael. In cases of paper vouchers you do either have to mail the voucher, or bring it to the airport.","Either way mailing or driving to airport is environmentally unfriendly, unnecessary in this day/age when things can be done electronically"
1454,169040,Thanks for providing feedback on this. We're always working towards improved experiences for our customers.,"Exactly my point. In this day and age of environment focus and climate change, this is unnecessary and irresponsible of AA"
1455,169120,Our airport folks will see if anything closer together is available so please check at the gate.,"We checked in 24 hrs in advance for tmrw, printed boarding passes and our assigned seats are 8 rows apart."
1456,169123,Our team does their best to get you seated together. Maybe someone on board will be willing to move so you can.,Nope. Your airline failed us and this flight's not even full. $64 per ticket to sit together at check-in. Ridiculous.
1457,169125,Purchasing Main Cabin Extra or Preferred seats is an option offered in advance. Seats will be assigned once you arrive to the airport!,paid $500 for 2 tix and you can't even give us seats together unless we pay $50+ each? Ridiculous. Never flying w you again.
1458,169127,"We're ready to go, Bill! We'll have you in the air and soaring the skies soon.",Prepping for DFW / LHR. 
1459,169129,We've double checked and you have seat 1A at this time.,So that means there was a seat swap?
1460,169131,"Our sincere apologies for the seat swap, Michael. We always try to keep you in the same seat whenever possible.","Not true- checked in AC in TPA and shows i was in 3A. https://t.co/8nrDIUDCRM strikes again, i'll have to do screen shots/print bp"
1461,169133,"We're not showing you were reserved for seat 3A, only seat 1A since the upgrade cleared.","Hey - easy one today, AA470 CLT-SAN, was in 3A, now 1A. What happened?"
1462,169135,We want all your travels with us to be fabulous. Please DM your record locator and share what's going on.,thank you for the worst flying experience ever.
1463,169147,We'd love to share your kudos! Please DM the locator Pamela assisted you with.,I needed another help today and Pamela out of the Dallas center was amazing!
1464,169149,"We'd be happy to help with available options. Please DM your record locator, if we can help.",Thanks for moving my return trip by 5 hours and not confirming it with me at all. Not my idea of good customer service. ð¡
1465,169151,"We're always happy to help when we can, Brian!",Thank you for the help. Nice save!
1466,169153,"You sound disappointed, Andrew. Please DM what happened so we can take a look.",is so bad it almost makes me miss PHL needs more carriers. 
1467,169155,"We're definitely here to help and if we can have a little fun at the same time, why not! This honestly made our day, Gary.",Getting the Best Customer Service From Airlines &amp; Saying Thanks When You Do https://t.co/pEI4lhUdyk Shout out to twitter team!!
1468,169158,We haven't forgotten about you and still see that our team may still be investigating this. We'll ensure to follow up with them.,"LOL at the fact that version of ""we'll look into this"" is just not giving me any info and hoping I'll forget "
1469,169161,Our sincere apologies for the wait. We're going to directly speak with our Refunds team for an update.,This is hands down the WORST customer service experience I've ever had! 3 MONTHS of being ignored for a refund I was told I would get!
1470,169164,We haven't received an update. We'll reach out to them directly and will DM you with a follow up. We appreciate your patience.,Any news from your refunds team?
1471,169165,Please try changing your font and text size back to the default settings. We're working on a fix for this.,why won't the calendar populate when I try to book a flight using your app? https://t.co/QMsvPxCaqx
1472,169167,We understand and we're very sorry if we aren't able to get you to your plans on time today.,But MY plans are ruined even though you might have later flights.
1473,169169,Your safety is always top priority and your connection is looking pretty good at about an hour right now. We have later flights if needed.,Guess it wouldnât matter to you if you miss our connection!  I book my flights so that I give myself adequate time though CLT - you ruin it
1474,169171,We feel your frustration and we're sorry we've upset you. We'll get everyone on and wheels up as quickly as we can.,Thanks a lot to Doug Parker and the horrible USAir team for making an apathetic mass of uselessness
1475,169173,There are some really great goodies in there to snack on! Enjoy,"Great options in the First Class basket, though ðð»"
1476,169178,"We would if we could, Luis.","Oh yeah? How about you let me use any of my 34 500-mile upgrades? Just kidding, rules are rules..."
1477,169181,"Well then, let's make it happen!","We've done together plenty of times, but not for business, together or separately @82306"
1478,169183,We'd love to have you both with us together soon!,"On this day, both my daughter and I are on just going in different directions. Must be getting old..."
1479,169185,Carry-on bags can be brought on as long as they're small enough to fit!,should give out a free travel voucher to one random passenger who actually checks their bags at checkin. 
1480,169187,"You betcha, Toby. We live for these AAdventures with you!",Thanks again for the smooth flight from Dallas to 
1481,169189,We'll be happy to check for another MCE or send a refund on!,When thereâs an equipment change and bumps you from your MCE seat into a normal cramped thing.
1482,169191,What happened during your flight? Please DM details so we can forward it on to Flight Service.,.really really nasty first class flight attendant today on aa1685. Can't imagine how she got the job.
1483,169228,"We're sorry your experience hasn't been all we want it to be, please let us know if there's anything we can help with via DM.","Sure, cant fix your SEA lounge, but iâm confident theyâll let their Station Mgr know about my experience... (11/X)"
1484,169267,"An on-time departure is always the goal and we're sorry for the wait, we'll have you on your way as quickly as we can.",Flight 3513. Still waiting. No updates from a 12:45 departure. Which was 11 minutes ago. Get it together.
1485,169269,We're expecting an update at 12:30p. Our apologies for the wait.,Nonsense
1486,169271,"Flight 3513 hasn't departed yet, did this happen on another day?",Hey flight 3513 ORD-ABQ no trash can. No water or beverage service on a 3.5 hour flight? You can do better
1487,169273,"We're more than happy to help! If you'd like to DM your question, we'll be happy to check into it.",please train your people! 3 different people have told me 3 different things! Unhappy exec platinum customer
1488,169276,"Absolutely, we can do it!","Let's have a good flight outta DC, https://t.co/BhZsr0m8eB"
1489,169278,Please DM your record locator with a follow for a look!,1/3 So disappointed! Called weeks ago to request an upgrade with points &amp; $ for my flight tomorrow. I call today to see if it
1490,169280,"Welcome aboard again today, Lonnell. It never hurts to freshen up on the emergency exit locations!",No matter how many times I fly I always review the Safety Information Card. Thankfully my help w/small print. https://t.co/Y6rr7Ndmoa
1491,169282,"Wow. We must agree, absolutely ",ICYM: Stunning pict  of the 
1492,169284,Look at all those beautiful birds out the window!,It's CLEARly a great day to visit â https://t.co/Fkz0ipV41w
1493,169286,Funny how our Spidey senses tingle at initial descent! ,"""Folks, I'm sure your Spidey senses can tell you we're on initial descent into Charlotte..."" pilot ðð"
1494,172668,We can assure you these matters are taken very seriously. We appreciate you letting us know what happened.,Yes I received ur DM and hope something is seriously addressed with this incident.
1495,172670,Thank you for the information. We've responded to your DMs.,I have sent u the details via DM
1496,172672,Your comments concern us. Please meet us in DM with your record locator and more information.,Is customer experience important to u?  On flt to MIA req headphones and attendant actually threw them at me!!  WHOA
1497,172674,Most of our flights have entertainment or streaming on board. We're sorry it wasn't offered on yours.,"Every plane Iâve been on in the last year had a tv and the one time I donât bring a book or magazine, there is no tv. ðð"
1498,172678,Our flying moms are very special passengers and glad to hear things worked out for her.,"Thanks, AA, for calling to make sure my mom gets home to England for the first time in 25 years."
1499,172680,We wanted you to have a nice and comfy ride and sorry to hear your experience was otherwise.,The attendants attitude was the issue. There are many that have conditions that require a bathroom. I didn't pay $ to be held prisoner.
1500,172684,We hope you get to cross another plane off your ,YESSS THATS AWESOME!! Haven't flown on the 738 yet
1501,172687,We can't wait to see you on board. We're showing some of our flights that are operating in November are 738 and AB319.,Are you still flying the mad dogs on the RIC-DFW route. If not what are you replace the route with?
1502,172689,Please DM your record locators and we'll check for more options.,My fiancÃ© is flying as well and is an American Airlines Credit Card Member and we both were just were ignored for our issues of having to miss work tomorrow!
1503,172691,We do all possible to avoid cancellations. Please continue to work with our team at the airport for available options.,"Cannot believe the service I just had at the Charlotte,NC airport!! Flight got cancelled to Greenville, NC and no compensation"
1504,172693,We appreciate your patience and are glad to see you're on your way. Our Captain is making up some great time for you.,yet again. What I said last month. Your Dallas hub sucks. Here we are again with another delayed flight.
1505,172695,"We do have a few birds that like to make their nest at DFW when not flying you awAAy to amazing places, Loren!","ICYMI just might be a major hub for @AmericanAir.

Where do you want to go? https://t.co/DziLDbm1rx"
1506,172697,"We're sorry to hear that happened. Please DM her record locator, share if she let a crew member know and provide the seat number.",mother came from Argentina in a BROKEN business seat (2 pieces) Can you explain why arenât you offering any real compensation? https://t.co/Z28jqzP2wG
1507,172705,You captured a beautiful sunset with our tower in the foreground. We sincerely appreciate your ,Oh 
1508,172707,"Hmm, you tease us with that ",have never been prouder... eating a 
1509,172709,"The restrictions are only on our new Basic Economy fares. If more flexibility is needed, we still offer our usual fares.","are you joking? In addition to your ever-declining customer service and horrible inflight experiences, you now are restricting access to overhead bins?! I paid 500 fucking dollars for what will surely be an awful 1 hour flight and now you are charging for carry ons? https://t.co/hgpHY68uYc"
1510,172711,It should have been made very clear if booked through us on our website. It's usually less than our advance purchased fares.,"Translation: We are making up additional fare classes in order to make more $. What is the difference between basic economy &amp; ""usual"" fare other than a bag that used to be included? ""basic economy"" was certainly not cheap - it wasn't even marketed as such when I booked."
1511,172713,Your trip with us should always be great. We're so sorry for any issues you've experienced.,"Just had a really pleasant exchange checking the bag that I was forced to check. After making us, print, tag and carry our own bags, we also get the pleasure of being snapped at by the rude AA bag workers for the fact that the checkin agents aren't doing their jobs!"
1512,172717,"An operational decision could have many reasons behind it. For example, the plane had a mechanical in another city or crew.",Not answering the question
1513,172720,We do everything possible to keep from canceling a flight but we're always here to help if you need it.,That's a new one. What circumstances make it operational? What compensation can we expect. I fly clt to ROA alot. Not happy about route.
1514,172722,"Your connection was cancelled as an operational decision and our apologies that you're not home yet, Eric.",wish I was home already. Las to clt then clt to roa suddenly cancelled with no explanation.
1515,172724,Please DM us your record locator and the details. We'll make sure this gets reviewed right away.,Hi who do I speak to if I have a grievous problem w how one of your attendants handled my ESA check in? 
1516,172727,We do all possible to avoid delays. Our apologies that your travel has been affected.,three hour delay? You guys r trashhhhhhh ð®ð®ð®.  Literally garbage
1517,172730,Our team is doing everything possible to get your flight in the air. We appreciate your patience.,If it gets cancelled you've lost me and hopefully everyone thats sitting here screwed over by you guys.
1518,172733,"Welcome aboard, Andrew! It's a beautiful evening for flying.","mci -&gt; phx

on @AmericanAir"
1519,172741,The connecting flight canceled while you were inflight and we rebooked you on the first available.,Operational decision? It would have been good to know before landing and suddenly not having a flight.
1520,172743,We're here for you anytime you need us! Please feel free to tweet us anytime. ,Twitter Team.  A whole bunch of great people working for a bad company.  Thanks for all your help always.
1521,172745,We don't like the sound of this and we'd like an opportunity to look into this further. Please DM your locator and more details.,yall will be receiving a nice lengthy complaint and yelp review
1522,172749,"Thanks for your patience, Paul. We're glad to see you're now in the air and our captain is going to make up some great time for you.",it shouldnât be routine to sit on the runway for a hour to take off!  Get your ð©together! you should find a new hub
1523,172751,We extended the cap on one-way nonstop fares at $99/$199 (connecting fares may be higher) through Oct. 8.,Can't believe that and others charged $2000 4 one way tickets 2 get out of Puerto Rico profiting from disaster @5491
1524,172753,"At the time our fares were capped. If you ever need help with reservations, then please call 800-433-7300.",That was not true at that time my mom and I searched and they were $1000 plus
1525,172755,"We're glad the yummy offerings were within your dietary needs, Elizabeth. Enjoy!",Loved the 
1526,172757,This isn't the kind of shout out we like to get. What happened to cause your disappointment?,A huge shout out to for horrendous customer service.
1527,172759,"We love helping our customers and we're happy that our rep gave you great advice. See you on board for your trip, Michael!",Time for a positive note: just talked to &amp; rep was SUPER helpful with great advice on our trip! Very pleased! 
1528,172791,"We see that you were upgraded for the flight from MUC, but that the connection was requested only. Please DM what happened.","Terrible experience w had upgrade taken away w/o notice and no concessions offered. MUC, PHL, PHX"
1529,172793,It's our goal to get you on your way as close to schedule as possible. Thanks for your patience.,"Try understating, then POSSIBLY u could overdeliver. Pilot says we'll b early, then 20 min on tarmac 2 wait 4 gate. "
1530,172795,We're looking into your DM right now and will respond there shortly.,2 cancelled flights 1000 dollars lost they offered me a 12 dollar meal voucher.   R u kidding
1531,172797,We've responded. Please check your DM.,How long is shortly
1532,172799,"Upgrading to Hawaii can be done either with the 500-mile upgrades or an award upgrade, depending on which you want to use.", Continental US to Hawaii upgrades: is that like upgrades to Europe or 500 mile upgrades?
1533,172801,"What's going on, how can we help?",Youâre an awful ADA airlines. You are everything wrong when deregulation happened.
1534,173492,"We see your DM, Carolyn. We'll reply to you there.",Ref
1535,173494,Thank you for providing us with more information in DM. We're taking a closer look.,agent told me that I could place the bag under the seat and hold my pocketbook in my lap. She then said I don't believe our agent would
1536,173496,American Airlines does not tolerate discrimination of any kind. Follow and DM your record locator and details. We'd like to look into this.,"I had the worst experience of my life flying with Rude, racist, unprofessional and disrespectful. So disappointed"
1537,173498,"We're sorry for the discomfort, Zach. The AC usually kicks in once your wheel's up and in the air.",boiling hot on md80 dfw to Tulsa . No AC. aA 2236
1538,173501,Please reach our to our Baggage team at 800-866-4010 for any questions for reimbursement. We're so sorry for the delay.,Except I have a presentation tomorrow am and have nothing to wear. Plan on reimbursing me for the dress I had to buy due to your screwup?
1539,173503,"We're very sorry for the mix up and for the inconvenience, but we'll get it to you as quickly as possible.",Good to know that my bag was put on a flight to Chicago when I'm going to Sacramento. Top notch service from per usual.
1540,173505,You can contact Reservations at 800-433-7300 or meet us in DM and we'll take a look.,I need to move my flight tomorrow for another day. How can I go about doing this?
1541,173507,"If you meet us in Direct Message, DM, there's no character limit and we can request your reservation details.",I thanked her and proceeded to tsa and to the gate for my flight. When I got to the gate agent I was stopped from boarding the plane because
1542,173509,"You can check the status of your bag delivery, John. Click here https://t.co/CWhl8tcyzH .",My sisterâs suitcase was delivered 2 HRS AGO. WE WERE ON THE SAME FLIGHT!!!!
1543,173513,"Little birds heading to big places, Augusto. Enjoy your flight!","Little birds line up and ready to refuel and takeoff, from YYZ to MIA and now to MEX https://t.co/kmKXHmGwET"
1544,174347,"We'll get you in the air and on your way just as fast as we can, John. Thank you for being patient.",Thanks On time departure. Sat on an active taxiway for 45min. Just what I wanted to do tonight
1545,174349,Please give our website wizards a call to help work though the booking. 800-222-2377,Yes &amp; different computer/phone/IP address and still nothing.. wrote customer service and nothing has been done (have ref. 
1546,174351,They should be able to book it for you if needed. Please give them a call back.,I already have an no one seems to be able to provide answer tailored to my situation
1547,174353,"Are you chatting with Web Technical Support? If you need to escalate it, ask to speak to the manager on duty to check options.","On ð right now, seems to be a back-end issue, if booked via ð I need to pay with CC, for reasons I have explained I have to pay with paypal"
1548,174355,"Please DM us and share the error message you're getting. Also, include details on how you're trying to book and we'll take a look.","Ive done everything possible, everyone has been very nice but no solution to my problem, back-end issue needs to be resolved, can u help?"
1549,174358,We want your booking process to go smooth from start to finish. Have you tried using a different browser?,"Tried bookin flight, site wonât let me follow through even though the flight has plenty of availability, wth!??"
1550,177382,Complimentary upgrades under 500 miles are auto-requested. Please see more info at: https://t.co/2JRtNKeaB2,What about flights that are 500 miles or less? Are they complimentary?
1551,177384,Upgrades using 500 mile segments aren't available for award travel.,Are upgrades auto-requested on flights booked with award miles? @AmericanAir
1552,177386,Our apologies that you haven't had a response yet. We'll look into this further and get back to you via DM soon., this is unacceptable... you don't treat your customers like this https://t.co/EVYyKUJKVC
1553,177388,The flights were delayed due to the weather. With these type of circumstances we're unable to  offer any resolution.,"It was Flt 2386
3+ hour delay
First you de-fueled rolled out to the runway then went back to the gate for more fuel"
1554,177390,Weather can impact how much fuel is needed if we need to avoid the storm Our apologies for the delay.,Cptn said were ovr Wt for the 1st delay had to defuel Not enough fuel for the 2nd delay went back to get more fuel Hows the Wx to blame?
1555,177392,We're not seeing a delay today on 2286. Let us know if you need us to check on another flight. We see 5761 was cancelled due to weather.,First you xnl 5761 now Im on 2286 w/ 2hr delays How bout some compensation for enduring this circus act?
